iter	RMSE
475	1.836328376
476	1.831662119
477	1.826886862
478	1.824116392
479	1.821179593
480	1.819751046
481	1.818852476
482	1.816181199
483	1.814890709
484	1.811512513
485	1.808561839
486	1.807013106
487	1.803347749
488	1.80050224
489	1.798115617
490	1.792834401
491	1.792134981
492	1.78747604
493	1.78447919
494	1.783884969
495	1.782521513
496	1.781118482
497	1.777751831
498	1.775884373
499	1.772508075
500	1.770288031
501	1.768951768
502	1.764656043
503	1.761517862
504	1.756885615
505	1.754721053
506	1.751061748
507	1.746377869
508	1.744053285
509	1.742969671
510	1.739651862
511	1.736590862
512	1.734141269
513	1.732638578
514	1.729006436
515	1.724928946
516	1.721980394
517	1.719489269
518	1.716284785
519	1.711907544
520	1.709865306
521	1.706730325
522	1.70526743
523	1.704035686
524	1.700135835
525	1.696160848
526	1.694357797
527	1.693691452
528	1.690054379
529	1.686926335
530	1.684658667
531	1.681581818
532	1.678623739
533	1.675747251
534	1.674729708
535	1.670590833
536	1.668964269
537	1.66472052
538	1.661443662
539	1.659724632
540	1.65587436
541	1.652630222
542	1.65000238
543	1.646476445
544	1.645593281
545	1.644322794
546	1.64171033
547	1.637869687
548	1.634605598
549	1.633757225
550	1.63225591
551	1.629201713
552	1.627948703
553	1.624839345
554	1.622193649
555	1.620256686
556	1.617042284
557	1.613993557
558	1.612041295
559	1.609153226
560	1.607137756
561	1.604933584
562	1.601097799
563	1.597724731
564	1.59382792
565	1.591822876
566	1.589957065
567	1.588758822
568	1.588009292
569	1.586253969
570	1.583653815
571	1.580943062
572	1.579576962
573	1.578942785
574	1.578080459
575	1.57651826
576	1.572841006
577	1.571442102
578	1.568411288
579	1.567486714
580	1.564473406
581	1.563805708
582	1.560196158
583	1.559420247
584	1.558349781
585	1.555217372
586	1.553482326
587	1.550280152
588	1.547000029
589	1.544591891
590	1.540717166
591	1.537750914
592	1.537036619
593	1.533055546
594	1.531224287
595	1.529551223
596	1.526501161
597	1.525429827
598	1.522568234
599	1.521386151
600	1.518792304
601	1.516229993
602	1.513034
603	1.510808796
604	1.508339167
605	1.507037094
606	1.505300584
607	1.503246613
608	1.500375874
609	1.499246334
610	1.496657115
611	1.495321363
612	1.493574222
613	1.490121303
614	1.487736684
615	1.485527724
616	1.483050002
617	1.480320781
618	1.47821595
619	1.47777237
620	1.474832878
621	1.471679961
622	1.470312312
623	1.468781459
624	1.467809041
625	1.465483341
626	1.462745812
627	1.459977743
628	1.458505838
629	1.456859861
630	1.455211218
631	1.452558773
632	1.450686621
633	1.4481281
634	1.445363566
635	1.44420733
636	1.441016754
637	1.439633434
638	1.438092919
639	1.436460531
640	1.4355922
641	1.434091392
642	1.432243456
643	1.429527677
644	1.427273158
645	1.42473207
646	1.423598825
647	1.42177979
648	1.421453644
649	1.420425242
650	1.417931754
651	1.415453975
652	1.414681909
653	1.411919939
654	1.409312424
655	1.407341119
656	1.406900464
657	1.404013072
658	1.401854429
659	1.40079075
660	1.399349289
661	1.396502035
662	1.393691038
663	1.39138279
664	1.388623187
665	1.386707588
666	1.385217441
667	1.383237228
668	1.382113585
669	1.379820568
670	1.376696353
671	1.375534741
672	1.372877167
673	1.372186225
674	1.370712581
675	1.36855821
676	1.366033968
677	1.363239589
678	1.361184466
679	1.359669884
680	1.35731888
681	1.355634654
682	1.354549407
683	1.353408595
684	1.350712143
685	1.348366117
686	1.347999631
687	1.345581597
688	1.343794387
689	1.341050785
690	1.339320478
691	1.338187237
692	1.337131589
693	1.336653299
694	1.334113306
695	1.332244235
696	1.330526138
697	1.329410839
698	1.327728298
699	1.325201244
700	1.323180464
701	1.320775342
702	1.319944825
703	1.318120774
704	1.316909526
705	1.314008724
706	1.311750834
707	1.311403585
708	1.310072457
709	1.308695337
710	1.307220356
711	1.305777633
712	1.30457837
713	1.303679513
714	1.301971075
715	1.301561705
716	1.299431432
717	1.297829453
718	1.296350642
719	1.294749958
720	1.293661836
721	1.292773206
722	1.291906682
723	1.289106282
724	1.288413202
725	1.287573217
726	1.285697129
727	1.284202642
728	1.281728033
729	1.279950116
730	1.278600936
731	1.277619473
732	1.276715126
733	1.275541109
734	1.274000646
735	1.271759012
736	1.270240052
737	1.26896161
738	1.268169632
739	1.267474688
740	1.264957192
741	1.264111497
742	1.263806637
743	1.262817015
744	1.261777758
745	1.261556313
746	1.260031222
747	1.25898681
748	1.256977067
749	1.256688333
750	1.254185706
751	1.253071835
752	1.250767388
753	1.247975776
754	1.245165893
755	1.24492327
756	1.24262737
757	1.240361075
758	1.23810079
759	1.237653846
760	1.236092012
761	1.235352978
762	1.235118154
763	1.232614194
764	1.230549365
765	1.22983813
766	1.228853057
767	1.22634077
768	1.224421633
769	1.222582341
770	1.221805994
771	1.220084329
772	1.21945073
773	1.216631622
774	1.214455407
775	1.212206613
776	1.210455062
777	1.209635743
778	1.20920179
779	1.207333575
780	1.205846483
781	1.203845045
782	1.202173743
783	1.201885748
784	1.20018056
785	1.199212755
786	1.198737473
787	1.196882332
788	1.196048778
789	1.193542411
790	1.192094011
791	1.18991384
792	1.187856341
793	1.187395036
794	1.185672655
795	1.183129192
796	1.181531332
797	1.179378239
798	1.179197063
799	1.178189532
800	1.177929168
801	1.177282744
802	1.174744935
803	1.173328043
804	1.170804937
805	1.169397192
806	1.168173245
807	1.166358531
808	1.164128247
809	1.163651782
810	1.16133229
811	1.1610795
812	1.159511004
813	1.158129573
814	1.157417512
815	1.156679976
816	1.156256407
817	1.154270138
818	1.152616256
819	1.15132886
820	1.14911416
821	1.146805901
822	1.144562108
823	1.143189929
824	1.141021851
825	1.13864181
826	1.136956765
827	1.136542524
828	1.134633723
829	1.133690159
830	1.132606762
831	1.131298614
832	1.12949334
833	1.127529077
834	1.125857158
835	1.123377032
836	1.121278881
837	1.120012492
838	1.118289182
839	1.117754498
840	1.115968819
841	1.115069122
842	1.114579296
843	1.113783241
844	1.111460072
845	1.109202396
846	1.107055679
847	1.105921657
848	1.104793936
849	1.103273272
850	1.101670277
851	1.100987143
852	1.099983737
853	1.097739026
854	1.097077442
855	1.09541952
856	1.093503553
857	1.093109816
858	1.091671719
859	1.08991034
860	1.087831525
861	1.086704769
862	1.085051287
863	1.083508848
864	1.081983446
865	1.080552657
866	1.079558425
867	1.078105634
868	1.076106421
869	1.074583223
870	1.073427953
871	1.0714882
872	1.070272256
873	1.068677712
874	1.067987521
875	1.066233851
876	1.065871424
877	1.064621142
878	1.063757886
879	1.063136745
880	1.062375145
881	1.06056918
882	1.058820275
883	1.057285689
884	1.056995965
885	1.055120652
886	1.054780122
887	1.053188344
888	1.051019462
889	1.049504348
890	1.047232201
891	1.045843807
892	1.043901447
893	1.042320876
894	1.040898062
895	1.038445286
896	1.037509877
897	1.036450197
898	1.034780302
899	1.033032432
900	1.032680984
901	1.031052368
902	1.029856319
903	1.028980333
904	1.027524207
905	1.026418679
906	1.024789655
907	1.024436723
908	1.023183711
909	1.022363148
910	1.020452873
911	1.02025399
912	1.018205771
913	1.016619755
914	1.015895907
915	1.015197799
916	1.014094822
917	1.01281934
918	1.01122197
919	1.009668676
920	1.008863317
921	1.008188802
922	1.007748156
923	1.005990495
924	1.004710084
925	1.003764871
926	1.003218049
927	1.002397948
928	1.00063368
929	0.9986704188
930	0.9968903905
931	0.995991708
932	0.9949685515
933	0.9941350655
934	0.9937449786
935	0.992345581
936	0.9909233989
937	0.9895928564
938	0.9880471839
939	0.9878522641
940	0.9874284103
941	0.9854964023
942	0.9842060248
943	0.9821187263
944	0.9805779551
945	0.9793919455
946	0.9792065393
947	0.9776703071
948	0.9775070193
949	0.9769126315
950	0.9755344603
951	0.9749263379
952	0.9735040123
953	0.9731900287
954	0.9729732807
955	0.9725431954
956	0.9711139782
957	0.970112611
958	0.9693698955
959	0.9684267592
960	0.9667865735
961	0.9650195466
962	0.9648586629
963	0.9638661144
964	0.9625345396
965	0.9612697711
966	0.9598147302
967	0.9588716964
968	0.9575414716
969	0.956361804
970	0.9550288432
971	0.9533943332
972	0.9519239751
973	0.9502926315
974	0.9490455528
975	0.9475913162
976	0.9463300414
977	0.944872293
978	0.9437620655
979	0.9426363283
980	0.9414529373
981	0.9400311326
982	0.9390029136
983	0.9377968298
984	0.9370209693
985	0.9352981907
986	0.9349274382
987	0.9344505525
988	0.9335229551
989	0.9329042533
990	0.9311716166
991	0.9306440935
992	0.9292119348
993	0.9277568168
994	0.9269174981
995	0.9250174449
996	0.9231994069
997	0.9229949934
998	0.9228290557
999	0.9219981128
